modified_question,modified_answer,assignment_id,objective,confidence,question,correct_answer,question_type,question_base,evidences,domain,worker_id,evidences_in_min,time_spent,video_link,video_id,time_in_original_video,duration
What is the man doing?,Surviving in the wilderness,33M4IA01QG0AAMEH917CWGQR0MFXRI,I wish to learn about the man,high,What is the man doing?,Surviving in the wilderness,['Reasoning'],['scene'],"[{0: [5.102, 6.173]}, {1: [36.529, 38.008]}]",Human Survival,A2KD4I8N1E3F0B,"[{0: ['00:05.102', '00:06.173']}, {1: ['00:36.529', '00:38.008']}]",934.0,https://www.dropbox.com/s/u6ws16tvnva3ezs/Bertram-Craft_8-clip-5.mp4?raw=1,Bertram-Craft_8-clip-5,"{'frames': {'start': '00:05:03.929', 'end': '00:06:07.701'}, 'seconds': {'start': '303.92862499999995', 'end': '367.7006666666666'}, 'split-method': 'auto'}",63.77204166666667
What does the man sleep on?,Furs,33M4IA01QG0AAMEH917CWGQR0MFXRI,I wish to learn about the man,high,What does the man sleep on?,Furs,"['Existence', 'Reasoning']",['scene'],"[{0: [6.887, 8.01]}, {1: [22.499, 24.08]}]",Human Survival,A2KD4I8N1E3F0B,"[{0: ['00:06.887', '00:08.010']}, {1: ['00:22.499', '00:24.080']}]",934.0,https://www.dropbox.com/s/u6ws16tvnva3ezs/Bertram-Craft_8-clip-5.mp4?raw=1,Bertram-Craft_8-clip-5,"{'frames': {'start': '00:05:03.929', 'end': '00:06:07.701'}, 'seconds': {'start': '303.92862499999995', 'end': '367.7006666666666'}, 'split-method': 'auto'}",63.77204166666667
Is the man cutting wood?,"Yes, the man is cutting wood.",35USIKEBNRFCC92TF7H5NJ8X2LE6NW,Why is the man cutting logs.,very_high,Is the man cutting wood?,Yes the man is cutting wood?,['Motion'],['scene'],"[{0: [46.486, 63.243]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:46.486', '01:03.243']}]",2540.0,https://www.dropbox.com/s/l2mlj75bygk79mo/Joe-Robinet_7-clip-0.mp4?raw=1,Joe-Robinet_7-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:02:15.135'}, 'seconds': {'start': '0.0', 'end': '135.135'}, 'split-method': 'auto'}",135.135
Is the man creating spark?,Yes he is creating spark.,35USIKEBNRFCC92TF7H5NJ8X2LE6NW,Why is the man cutting logs.,high,Is the man creating spark?,Yes he is creating spark.,"['Existence', 'Motion']",['scene'],"[{0: [125.621, 132.0]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['02:05.621', '02:12.000']}]",2540.0,https://www.dropbox.com/s/l2mlj75bygk79mo/Joe-Robinet_7-clip-0.mp4?raw=1,Joe-Robinet_7-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:02:15.135'}, 'seconds': {'start': '0.0', 'end': '135.135'}, 'split-method': 'auto'}",135.135
Is the man starting a fire?,Yes the man is starting a fire,35USIKEBNRFCC92TF7H5NJ8X2LE6NW,Why is the man cutting logs.,very_high,Is the man starting a fire?,Yes the man is starting a fire,['Reasoning'],['scene'],"[{0: [129.73, 135.135]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['02:09.730', '02:15.135']}]",2540.0,https://www.dropbox.com/s/l2mlj75bygk79mo/Joe-Robinet_7-clip-0.mp4?raw=1,Joe-Robinet_7-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:02:15.135'}, 'seconds': {'start': '0.0', 'end': '135.135'}, 'split-method': 'auto'}",135.135
Is there a fire?,Yes there is a fire.,35USIKEBNRFCC92TF7H5NJ8X2LE6NW,What us the stick used for?,very_high,Is there a fire?,Yes there is a fire.,['Existence'],['scene'],"[{0: [0.476, 2.799]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:00.476', '00:02.799']}]",2540.0,https://www.dropbox.com/s/dyot1l740rvhgh8/Survival-Skills-Primitive_2-clip-2.mp4?raw=1,Survival-Skills-Primitive_2-clip-2,"{'frames': {'start': '00:02:05.600', 'end': '00:03:20.033'}, 'seconds': {'start': '125.6', 'end': '200.03333333333333'}, 'split-method': 'auto'}",74.43333333333334
Is there coal or charcoal?,Yes there is.,35USIKEBNRFCC92TF7H5NJ8X2LE6NW,What us the stick used for?,very_high,Is there coal or charcoal?,Yes there is.,['Existence'],['scene'],"[{0: [0.0, 2.918]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:00.000', '00:02.918']}]",2540.0,https://www.dropbox.com/s/dyot1l740rvhgh8/Survival-Skills-Primitive_2-clip-2.mp4?raw=1,Survival-Skills-Primitive_2-clip-2,"{'frames': {'start': '00:02:05.600', 'end': '00:03:20.033'}, 'seconds': {'start': '125.6', 'end': '200.03333333333333'}, 'split-method': 'auto'}",74.43333333333334
Is there a chimney?,Yes there is a chimney.,35USIKEBNRFCC92TF7H5NJ8X2LE6NW,What us the stick used for?,low,Is there a chimney?,Yes there is a chimney.,['Existence'],['scene'],"[{0: [18.34, 21.913]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:18.340', '00:21.913']}]",2540.0,https://www.dropbox.com/s/dyot1l740rvhgh8/Survival-Skills-Primitive_2-clip-2.mp4?raw=1,Survival-Skills-Primitive_2-clip-2,"{'frames': {'start': '00:02:05.600', 'end': '00:03:20.033'}, 'seconds': {'start': '125.6', 'end': '200.03333333333333'}, 'split-method': 'auto'}",74.43333333333334
Are they cleaning the chimney with something?,Yes they are cleaning the chimney.,35USIKEBNRFCC92TF7H5NJ8X2LE6NW,What us the stick used for?,low,Are they cleaning the chimney with something?,Yes they are cleaning the chimney.,['Motion'],['scene'],"[{0: [64.251, 69.074]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['01:04.251', '01:09.074']}]",2540.0,https://www.dropbox.com/s/dyot1l740rvhgh8/Survival-Skills-Primitive_2-clip-2.mp4?raw=1,Survival-Skills-Primitive_2-clip-2,"{'frames': {'start': '00:02:05.600', 'end': '00:03:20.033'}, 'seconds': {'start': '125.6', 'end': '200.03333333333333'}, 'split-method': 'auto'}",74.43333333333334
Why is the man cutting up the cactus?,The man is cutting the cactus in order to eat the insides.,35USIKEBNRFCC92TF7H5NJ8X2LE6NW,Why is the man cutting the cactus?,very_high,Why is the man cutting up the cactus?,The man is cutting the cactus in order to eat the insides.,['Entity'],['audio'],"[{0: [89.906, 94.682]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['01:29.906', '01:34.682']}]",2540.0,https://www.dropbox.com/s/9ap6rzj0nzv74xs/Chad-Zuber_11-clip-1.mp4?raw=1,Chad-Zuber_11-clip-1,"{'frames': {'start': '00:01:00.367', 'end': '00:02:36.667'}, 'seconds': {'start': '60.36666666666667', 'end': '156.66666666666666'}, 'split-method': 'auto'}",96.29999999999998
"Does the man have water, food, fire, and shelter?","Yes the man has water, food, fire, and shelter.",35USIKEBNRFCC92TF7H5NJ8X2LE6NW,Determine what allows the man to survive.,very_high,"Does the man have water, food, fire, and shelter?","Yes the man has water, food, fire, and shelter.",['Existence'],"['audio', 'scene']","[{0: [16.306, 19.072]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:16.306', '00:19.072']}]",2540.0,https://www.dropbox.com/s/crywm1zpgnlksz2/Chad-Zuber_5-clip-0.mp4?raw=1,Chad-Zuber_5-clip-0,"{'frames': {'start': '00:00:00.000', 'end': '00:01:00.661'}, 'seconds': {'start': '0.0', 'end': '60.6606'}, 'split-method': 'auto'}",60.6606
Is it raning?,Yes it is.,35USIKEBNRFCC92TF7H5NJ8X2LE6NW,Why is the firing going during the night?,very_high,Is it raning?,Yes it is.,['Existence'],['audio'],"[{0: [9.183, 11.428]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:09.183', '00:11.428']}]",2540.0,https://www.dropbox.com/s/u6ws16tvnva3ezs/Bertram-Craft_8-clip-5.mp4?raw=1,Bertram-Craft_8-clip-5,"{'frames': {'start': '00:05:03.929', 'end': '00:06:07.701'}, 'seconds': {'start': '303.92862499999995', 'end': '367.7006666666666'}, 'split-method': 'auto'}",63.77204166666667
Is the fire there to keep the man warm during the night?,Yes it is.,35USIKEBNRFCC92TF7H5NJ8X2LE6NW,Why is the firing going during the night?,very_high,Is the fire there to keep the man warm during the night?,Yes it is.,['Reasoning'],['scene'],"[{0: [2.449, 7.142]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:02.449', '00:07.142']}]",2540.0,https://www.dropbox.com/s/u6ws16tvnva3ezs/Bertram-Craft_8-clip-5.mp4?raw=1,Bertram-Craft_8-clip-5,"{'frames': {'start': '00:05:03.929', 'end': '00:06:07.701'}, 'seconds': {'start': '303.92862499999995', 'end': '367.7006666666666'}, 'split-method': 'auto'}",63.77204166666667
Is the man working with wood?,Yes the man is working with wood.,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the man doing?,very_high,Is the man working with wood?,Yes the man is working with wood.,"['Existence', 'Motion']",['scene'],"[{0: [0.0, 5.907]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:00.000', '00:05.907']}]",3373.0,https://www.dropbox.com/s/8mzfl77keti1iv9/Joe-Robinet_5-clip-23.mp4?raw=1,Joe-Robinet_5-clip-23,"{'frames': {'start': '00:27:27.045', 'end': '00:28:27.072'}, 'seconds': {'start': '1647.0454', 'end': '1707.0720333333334'}, 'split-method': 'auto'}",60.02663333333339
Is the man stacking wood?,Yes,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the man doing?,very_high,Is the man stacking wood?,Yes,['Motion'],['scene'],"[{0: [24.731, 27.084]}, {1: [30.061, 32.078]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:24.731', '00:27.084']}, {1: ['00:30.061', '00:32.078']}]",3373.0,https://www.dropbox.com/s/8mzfl77keti1iv9/Joe-Robinet_5-clip-23.mp4?raw=1,Joe-Robinet_5-clip-23,"{'frames': {'start': '00:27:27.045', 'end': '00:28:27.072'}, 'seconds': {'start': '1647.0454', 'end': '1707.0720333333334'}, 'split-method': 'auto'}",60.02663333333339
Is there fire?,Yes there is fire.,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the man doing?,very_high,Is there fire?,Yes there is fire.,['Existence'],['scene'],"[{0: [27.276, 30.253]}, {1: [49.846, 52.439]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:27.276', '00:30.253']}, {1: ['00:49.846', '00:52.439']}]",3373.0,https://www.dropbox.com/s/8mzfl77keti1iv9/Joe-Robinet_5-clip-23.mp4?raw=1,Joe-Robinet_5-clip-23,"{'frames': {'start': '00:27:27.045', 'end': '00:28:27.072'}, 'seconds': {'start': '1647.0454', 'end': '1707.0720333333334'}, 'split-method': 'auto'}",60.02663333333339
Is the man making a fire?,"Yes, he is making a fire.",37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the man doing?,very_high,Is he making a fire?,"Yes, he is making a fire.","['Existence', 'Motion']",['scene'],"[{0: [44.756, 47.973]}, {1: [51.815, 55.465]}, {2: [19.401, 23.002]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:44.756', '00:47.973']}, {1: ['00:51.815', '00:55.465']}, {2: ['00:19.401', '00:23.002']}]",3373.0,https://www.dropbox.com/s/8mzfl77keti1iv9/Joe-Robinet_5-clip-23.mp4?raw=1,Joe-Robinet_5-clip-23,"{'frames': {'start': '00:27:27.045', 'end': '00:28:27.072'}, 'seconds': {'start': '1647.0454', 'end': '1707.0720333333334'}, 'split-method': 'auto'}",60.02663333333339
Does the material look homogeneous?,"No, the material does not look homogeneous.",37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the structure made out of?,very_high,Does the material look homogeneous?,The material does not look homogenous.,['Entity'],['scene'],"[{0: [0.0, 1.479]}, {1: [38.903, 43.441]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:00.000', '00:01.479']}, {1: ['00:38.903', '00:43.441']}]",3373.0,https://www.dropbox.com/s/xocm7ynhka3e9g8/Survival-Skills-Primitive_6-clip-4.mp4?raw=1,Survival-Skills-Primitive_6-clip-4,"{'frames': {'start': '00:04:07.467', 'end': '00:05:11.200'}, 'seconds': {'start': '247.46666666666667', 'end': '311.2'}, 'split-method': 'auto'}",63.73333333333332
Is the material packet tightly?,Yes the material is very packed,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the structure made out of?,very_high,Is the material packet tightly?,Yes the material is very packed,['Entity'],"['audio', 'scene']","[{0: [0.0, 1.377]}, {1: [55.015, 56.34]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:00.000', '00:01.377']}, {1: ['00:55.015', '00:56.340']}]",3373.0,https://www.dropbox.com/s/xocm7ynhka3e9g8/Survival-Skills-Primitive_6-clip-4.mp4?raw=1,Survival-Skills-Primitive_6-clip-4,"{'frames': {'start': '00:04:07.467', 'end': '00:05:11.200'}, 'seconds': {'start': '247.46666666666667', 'end': '311.2'}, 'split-method': 'auto'}",63.73333333333332
"Does the material look like a mix of dirt, sand, and water?",Yes,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the structure made out of?,moderate,"Does the material look like a mix of dirt, sand, and water?",Yes ,['Existence'],['scene'],"[{0: [8.77, 11.778]}, {1: [35.436, 37.526]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:08.770', '00:11.778']}, {1: ['00:35.436', '00:37.526']}]",3373.0,https://www.dropbox.com/s/xocm7ynhka3e9g8/Survival-Skills-Primitive_6-clip-4.mp4?raw=1,Survival-Skills-Primitive_6-clip-4,"{'frames': {'start': '00:04:07.467', 'end': '00:05:11.200'}, 'seconds': {'start': '247.46666666666667', 'end': '311.2'}, 'split-method': 'auto'}",63.73333333333332
Is there bamboo?,Yes there is bamboo,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What are the notches in the bamboo for?,very_high,Is there bamboo?,Yes there is bamboo,['Existence'],['scene'],"[{0: [0.0, 5.881]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:00.000', '00:05.881']}]",3373.0,https://www.dropbox.com/s/kqqa6mi21ua6jvp/Survival-Skills-Primitive_5-clip-3.mp4?raw=1,Survival-Skills-Primitive_5-clip-3,"{'frames': {'start': '00:03:30.300', 'end': '00:04:32.600'}, 'seconds': {'start': '210.3', 'end': '272.6'}, 'split-method': 'auto'}",62.30000000000001
Are they creating notches in the bamboo?,"Yes, they are using creating notches in the bamboo.",37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What are the notches in the bamboo for?,very_high,Are they creating notches in the bamboo?,"Yes, they are using creating notches in the bamboo.","['Entity', 'Motion']",['scene'],"[{0: [11.962, 12.659]}, {1: [7.077, 8.373]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:11.962', '00:12.659']}, {1: ['00:07.077', '00:08.373']}]",3373.0,https://www.dropbox.com/s/kqqa6mi21ua6jvp/Survival-Skills-Primitive_5-clip-3.mp4?raw=1,Survival-Skills-Primitive_5-clip-3,"{'frames': {'start': '00:03:30.300', 'end': '00:04:32.600'}, 'seconds': {'start': '210.3', 'end': '272.6'}, 'split-method': 'auto'}",62.30000000000001
What are they creating notches with?,They are creating notches with a sharp rock.,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What are the notches in the bamboo for?,very_high,What are they creating notches with?,They are creating notches with a sharp rock.,['Existence'],['scene'],"[{0: [0.0, 3.489]}, {1: [5.781, 9.519]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:00.000', '00:03.489']}, {1: ['00:05.781', '00:09.519']}]",3373.0,https://www.dropbox.com/s/kqqa6mi21ua6jvp/Survival-Skills-Primitive_5-clip-3.mp4?raw=1,Survival-Skills-Primitive_5-clip-3,"{'frames': {'start': '00:03:30.300', 'end': '00:04:32.600'}, 'seconds': {'start': '210.3', 'end': '272.6'}, 'split-method': 'auto'}",62.30000000000001
What are they doing with the reeds?,They are creating rope with the reeds.,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What are the notches in the bamboo for?,very_high,What are they doing with the reeds?,They are creating rope with the reeds.,"['Existence', 'Motion']",['scene'],"[{0: [36.284, 38.476]}, {1: [49.342, 51.684]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:36.284', '00:38.476']}, {1: ['00:49.342', '00:51.684']}]",3373.0,https://www.dropbox.com/s/kqqa6mi21ua6jvp/Survival-Skills-Primitive_5-clip-3.mp4?raw=1,Survival-Skills-Primitive_5-clip-3,"{'frames': {'start': '00:03:30.300', 'end': '00:04:32.600'}, 'seconds': {'start': '210.3', 'end': '272.6'}, 'split-method': 'auto'}",62.30000000000001
What is the connection between the roaps and the notches?,The notches are to hold the ropes in place on the bamboo.,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What are the notches in the bamboo for?,very_high,What connects the roaps and the notches?,The notches are to hold the ropes in place on the bamboo.,['Reasoning'],['scene'],"[{0: [43.809, 46.152]}, {1: [10.317, 12.41]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:43.809', '00:46.152']}, {1: ['00:10.317', '00:12.410']}]",3373.0,https://www.dropbox.com/s/kqqa6mi21ua6jvp/Survival-Skills-Primitive_5-clip-3.mp4?raw=1,Survival-Skills-Primitive_5-clip-3,"{'frames': {'start': '00:03:30.300', 'end': '00:04:32.600'}, 'seconds': {'start': '210.3', 'end': '272.6'}, 'split-method': 'auto'}",62.30000000000001
What does the man dong to the objects in his hand?,The man is planting the objects into soil.,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the man doing?,high,What does the man dong to the objects in his hand?,The man is planting the objects into soil.,['Existence'],['scene'],"[{0: [14.715, 17.236]}, {1: [26.755, 28.916]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:14.715', '00:17.236']}, {1: ['00:26.755', '00:28.916']}]",3373.0,https://www.dropbox.com/s/32ewcku0tuo7mwu/Primitive-Technology_9-clip-5.mp4?raw=1,Primitive-Technology_9-clip-5,"{'frames': {'start': '00:05:05.472', 'end': '00:06:09.786'}, 'seconds': {'start': '305.47183333333334', 'end': '369.7860833333333'}, 'split-method': 'auto'}",64.31424999999996
Is there a dead animal?,Yes there is,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the man doing?,very_high,Is there a dead animal?,Yes there is,['Existence'],['scene'],"[{0: [9.345, 11.444]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:09.345', '00:11.444']}]",3373.0,https://www.dropbox.com/s/zkcpbq7twet0qut/Survival-Instinct_1-clip-10.mp4?raw=1,Survival-Instinct_1-clip-10,"{'frames': {'start': '00:11:26.100', 'end': '00:12:28.567'}, 'seconds': {'start': '686.1', 'end': '748.5666666666667'}, 'split-method': 'auto'}",62.4666666666667
Is the man skinning the animal with a knife?,Yes he is,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the man doing?,very_high,Is the man skinning the animal with a knife?,Yes he is,"['Existence', 'Motion']",['scene'],"[{0: [15.642, 19.24]}, {1: [23.338, 27.935]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:15.642', '00:19.240']}, {1: ['00:23.338', '00:27.935']}]",3373.0,https://www.dropbox.com/s/zkcpbq7twet0qut/Survival-Instinct_1-clip-10.mp4?raw=1,Survival-Instinct_1-clip-10,"{'frames': {'start': '00:11:26.100', 'end': '00:12:28.567'}, 'seconds': {'start': '686.1', 'end': '748.5666666666667'}, 'split-method': 'auto'}",62.4666666666667
Is there a campfire?,Yes,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the man doing?,very_high,Is there a campfire?,Yes,['Existence'],['scene'],"[{0: [11.994, 15.092]}, {1: [21.089, 24.787]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:11.994', '00:15.092']}, {1: ['00:21.089', '00:24.787']}]",3373.0,https://www.dropbox.com/s/zkcpbq7twet0qut/Survival-Instinct_1-clip-10.mp4?raw=1,Survival-Instinct_1-clip-10,"{'frames': {'start': '00:11:26.100', 'end': '00:12:28.567'}, 'seconds': {'start': '686.1', 'end': '748.5666666666667'}, 'split-method': 'auto'}",62.4666666666667
Is the man cooking the animal on the fire?,Yes he is,37QW5D2ZRGLWW0DMGIVP6REUVFA8SU,What is the man doing?,very_high,Is the man cooking the animal on the fire?,Yes he is,"['Existence', 'Motion']",['scene'],"[{0: [59.068, 61.017]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:59.068', '01:01.017']}]",3373.0,https://www.dropbox.com/s/zkcpbq7twet0qut/Survival-Instinct_1-clip-10.mp4?raw=1,Survival-Instinct_1-clip-10,"{'frames': {'start': '00:11:26.100', 'end': '00:12:28.567'}, 'seconds': {'start': '686.1', 'end': '748.5666666666667'}, 'split-method': 'auto'}",62.4666666666667
What is the man using to start a flame?,The man is using dry moss and twigs to start a fire.,3FE2ERCCZX7240KAVIGR88ZJN09OPZ,Determine what he is using to start a fire.,very_high,What is the man using to start a flame?,The man is using dry moss and twigs to start a fire.,"['Motion', 'Reasoning', 'Temporal relationship']","['audio', 'scene']","[{0: [5.917, 10.638]}, {1: [30.361, 33.29]}, {2: [52.236, 55.642]}, {3: [67.297, 69.807]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:05.917', '00:10.638']}, {1: ['00:30.361', '00:33.290']}, {2: ['00:52.236', '00:55.642']}, {3: ['01:07.297', '01:09.807']}]",2045.0,https://www.dropbox.com/s/bw6popq80c8a540/BC-Bushcraft_7-clip-2.mp4?raw=1,BC-Bushcraft_7-clip-2,"{'frames': {'start': '00:02:24.044', 'end': '00:03:38.752'}, 'seconds': {'start': '144.0439', 'end': '218.75186666666667'}, 'split-method': 'auto'}",74.70796666666666
Where did the man find twigs?,Dead limbs on trees and twigs on limbs that have fallen.,3FE2ERCCZX7240KAVIGR88ZJN09OPZ,Determine what he is using to start a fire.,very_high,Where can you find twigs?,Dead limbs on trees and twigs on limbs that have fallen.,['Entity'],['audio'],"[{0: [34.127, 42.195]}, {1: [44.227, 48.65]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:34.127', '00:42.195']}, {1: ['00:44.227', '00:48.650']}]",2045.0,https://www.dropbox.com/s/bw6popq80c8a540/BC-Bushcraft_7-clip-2.mp4?raw=1,BC-Bushcraft_7-clip-2,"{'frames': {'start': '00:02:24.044', 'end': '00:03:38.752'}, 'seconds': {'start': '144.0439', 'end': '218.75186666666667'}, 'split-method': 'auto'}",74.70796666666666
Are the reeds dry and stiff?,Yes the reeds are dry and stiff.,3FE2ERCCZX7240KAVIGR88ZJN09OPZ,Determine why the man is mixing clay and reeds,very_high,Are the reeds dry and stiff?,Yes the reeds are dry and stiff.,['Existence'],"['audio', 'scene']","[{0: [6.94, 9.343]}]",Human Survival,A35LVQB4S4W7ZB,"[{0: ['00:06.940', '00:09.343']}]",2045.0,https://www.dropbox.com/s/ym268j80ljohnyj/Primitive-Technology_12-clip-3.mp4?raw=1,Primitive-Technology_12-clip-3,"{'frames': {'start': '00:03:12.734', 'end': '00:04:36.151'}, 'seconds': {'start': '192.73420833333333', 'end': '276.150875'}, 'split-method': 'auto'}",83.41666666666666
